,기준_년_코드,기준_분기_코드,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_1_유동인구_수,시간대_2_유동인구_수,시간대_3_유동인구_수,시간대_4_유동인구_수,시간대_5_유동인구_수,시간대_6_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,집객시설_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수,총 상주인구 수,남성 상주인구 수,여성 상주인구 수,연령대 10 상주인구 수,연령대 20 상주인구 수,연령대 30 상주인구 수,연령대 40 상주인구 수,연령대 50 상주인구 수,연령대 60 이상 상주인구 수,남성연령대 10 상주인구 수,남성연령대 20 상주인구 수,남성연령대 30 상주인구 수,남성연령대 40 상주인구 수,남성연령대 50 상주인구 수,남성연령대 60 이상 상주인구 수,여성연령대 10 상주인구 수,여성연령대 20 상주인구 수,여성연령대 30 상주인구 수,여성연령대 40 상주인구 수,여성연령대 50 상주인구 수,여성연령대 60 이상 상주인구 수,총 가구 수,아파트 가구 수,비 아파트 가구 수
0,2020,2,1001203,명동거리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006623203437546299,0.5903160893551597,0.247833148132319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976027397260273,0.0222222222222222,0.08919722497522299,0.0,0.03218817703497368,0.028978622327790977,0.49840255591054317,0.0,0.0,0.0,0.02179099729600764,0.0,0.6632302405498283,0.1691542288557214,1.0,0.0588235294117647,0.7142857142857142,0.8333333333333333,0.1774193548387097,0.10743801652892562,0.23357664233576644,0.137037037037037,0.3333333333333333,0.7777777777777777,0.9166666666666669,0.6000000000000001,0.8636363636363639,1.0,0.5714285714285714,0.6153846153846153,0.03389830508474577,0.03636363636363636,0.11304347826086956,0.03984063745019921,0.9553571428571428,0.0,0.9553571428571428
1,2020,1,1001203,명동거리,0.03577419027700979,0.026840992782229844,0.04588181938310898,0.17632941962726123,0.06396530126643984,0.008519294817242949,0.024198638302543207,0.01924896941459109,0.10063713142687813,0.6114452383105725,0.2757739977775879,0.02990157175333813,0.029824908431716424,0.03511283913377139,0.06617344145913395,0.014562183790218564,0.03608902035790895,0.025670993960996258,0.035890421273231554,0.02320490052124513,0.04871161017304228,0.1198776411941313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976027397260273,0.0222222222222222,0.08919722497522299,0.0,0.03218817703497368,0.028978622327790977,0.49840255591054317,0.0,0.0,0.0,0.02179099729600764,0.0,0.6632302405498283,0.1691542288557214,1.0,0.0588235294117647,0.7142857142857142,0.8333333333333333,0.1774193548387097,0.10743801652892562,0.23357664233576644,0.137037037037037,0.3333333333333333,0.7777777777777777,0.9166666666666669,0.6000000000000001,0.8636363636363639,1.0,0.5714285714285714,0.6153846153846153,0.03389830508474577,0.03636363636363636,0.11304347826086956,0.03984063745019921,0.9553571428571428,0.0,0.9553571428571428
2,2019,4,1001203,명동거리,0.1759097006029272,0.1283396244913967,0.2297345577403394,0.920500630344639,0.24769197881475297,0.0852441663777435,0.09300308257082135,0.12334037073774445,0.4756210796661233,0.8776227729040429,0.4215437216856142,0.1512152552715867,0.1401953899235725,0.15781852443892957,0.2587457181392881,0.11458367778843292,0.12801903375432672,0.13125713050893534,0.131554707794245,0.170638687490838,0.33950224158880465,0.4370531920919957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976027397260273,0.0222222222222222,0.08919722497522299,0.0,0.03218817703497368,0.028978622327790977,0.49840255591054317,0.0,0.0,0.0,0.02179099729600764,0.0,0.6632302405498283,0.1691542288557214,1.0,0.0588235294117647,0.7142857142857142,0.8333333333333333,0.1774193548387097,0.10743801652892562,0.23357664233576644,0.137037037037037,0.3333333333333333,0.7777777777777777,0.9166666666666669,0.6000000000000001,0.8636363636363639,1.0,0.5714285714285714,0.6153846153846153,0.03389830508474577,0.03636363636363636,0.11304347826086956,0.03984063745019921,0.9553571428571428,0.0,0.9553571428571428
3,2019,3,1001203,명동거리,0.16587405308285041,0.12403001300525113,0.21322088757000673,0.8418062791439465,0.25524986164858937,0.09156239165379647,0.09054403868611133,0.09697057940285198,0.39444856028053543,1.0,0.4324164458500727,0.1324497029446266,0.12424080301302465,0.13994900043869346,0.25365545341166246,0.11793178135643662,0.1298503937617606,0.15083103104545165,0.11747712926826209,0.13969801907627388,0.2751204592114636,0.41801393530844616,1.0,1.0,1.0,1.0,0.5789473684210527,1.0,0.8644693306184779,1.0,1.0,1.0,0.42222222222222217,1.0,0.7692307692307692,0.8978644382544106,1.0,1.0,0.5161290322580645,0.910609480812641,0.9029664045746963,1.0,1.0,0.9312714776632304,0.17081260364842454,0.9583333333333336,0.06617647058823528,0.8571428571428571,0.8333333333333333,0.20967741935483877,0.1487603305785124,0.22627737226277378,0.11481481481481479,0.6666666666666666,0.6666666666666665,0.9166666666666669,0.8,0.8181818181818185,0.8148148148148149,0.5714285714285714,0.6923076923076922,0.06779661016949155,0.05454545454545455,0.11304347826086956,0.03585657370517928,0.9107142857142857,0.0,0.9107142857142857
4,2019,2,1001203,명동거리,0.1438839532583135,0.10119801143654678,0.19218257781287068,0.8173519449549644,0.21355664016845904,0.07412850253727109,0.0735594088537776,0.0827084603554496,0.3732207240578852,0.8597042597449581,0.3948371655697069,0.12309064062149233,0.11146306137431417,0.12619208291422096,0.21622338474387842,0.07502438742105089,0.10377190469184366,0.12070804356261722,0.11802677977587311,0.13596831675554355,0.2709808522227343,0.37300742083498556,1.0,1.0,1.0,1.0,0.5789473684210527,1.0,0.8644693306184779,1.0,1.0,1.0,0.42222222222222217,1.0,0.7692307692307692,0.8978644382544106,1.0,1.0,0.5161290322580645,0.910609480812641,0.9029664045746963,1.0,1.0,0.9312714776632304,0.17081260364842454,0.9583333333333336,0.06617647058823528,0.8571428571428571,0.8333333333333333,0.20967741935483877,0.1487603305785124,0.22627737226277378,0.11481481481481479,0.6666666666666666,0.6666666666666665,0.9166666666666669,0.8,0.8181818181818185,0.8148148148148149,0.5714285714285714,0.6923076923076922,0.06779661016949155,0.05454545454545455,0.11304347826086956,0.03585657370517928,0.9107142857142857,0.0,0.9107142857142857
5,2019,1,1001203,명동거리,0.13820139796447495,0.10003013411845452,0.18139098204337195,0.7144310949769885,0.22000171815470188,0.06877291686365976,0.06810316702899322,0.07634294606375525,0.3690522052649776,0.7707786922311659,0.3664518334900419,0.11853442142972326,0.11963550579279747,0.12804755946379853,0.19615013459291986,0.08061076022618302,0.07725977435166759,0.10825361492114904,0.1384943591802929,0.13410346559517827,0.25655507604642397,0.35921939613663395,1.0,0.36396854396695527,0.14363617656137465,0.5024904586325118,1.0,0.930517711171662,0.38839399338254005,0.23236839163965572,0.16110304789550073,0.9195205479452053,1.0,0.7888999008919725,0.34571175950486294,0.0,0.0,0.7859424920127793,0.7526881720430108,0.9146726862302483,0.4056468906361687,0.36901542866231907,0.5305253194510176,1.0,0.17081260364842454,0.9583333333333336,0.06617647058823528,0.8571428571428571,0.8333333333333333,0.20967741935483877,0.1487603305785124,0.22627737226277378,0.11481481481481479,0.6666666666666666,0.6666666666666665,0.9166666666666669,0.8,0.8181818181818185,0.8148148148148149,0.5714285714285714,0.6923076923076922,0.06779661016949155,0.05454545454545455,0.11304347826086956,0.03585657370517928,0.9107142857142857,0.0,0.9107142857142857
6,2018,4,1001203,명동거리,0.18941825466833262,0.08538336654334266,0.3071314258120615,0.4592706229020156,0.5718877925108434,0.11641766739160128,0.03025706384367005,0.10940813002211325,0.11474786388106883,0.27921226372433755,0.0,0.19911088907930224,0.19494784690075045,0.2966586374574762,0.37182634409512355,0.09218031811117355,0.10657314986177685,0.11551714923705009,0.13017932661538273,0.17239059019174807,0.5274060418150586,0.5445306746728602,1.0,0.03491143061402808,0.04979936207428749,0.025551458697199048,0.017543859649122806,0.048024523160762944,0.043395265970984975,0.008494467419246643,0.0841799709724238,0.25,0.0,0.0,0.10610079575596815,0.09811203961621792,0.08052256532066511,0.194888178913738,0.03225806451612903,0.10428893905191872,0.018048606147248042,0.0,0.14434453383814486,0.2920962199312715,0.17081260364842454,0.9583333333333336,0.06617647058823528,0.8571428571428571,0.8333333333333333,0.20967741935483877,0.1487603305785124,0.22627737226277378,0.11481481481481479,0.6666666666666666,0.6666666666666665,0.9166666666666669,0.8,0.8181818181818185,0.8148148148148149,0.5714285714285714,0.6923076923076922,0.06779661016949155,0.05454545454545455,0.11304347826086956,0.03585657370517928,0.9107142857142857,0.0,0.9107142857142857
7,2018,3,1001203,명동거리,0.300673342045896,0.18409423183950768,0.43257903640756507,0.5433115117639017,0.7904031070630144,0.2227335287504859,0.11432343516082116,0.17124325455687106,0.17664839235442287,0.4702903138283441,0.16645183349004194,0.3000528028178366,0.28337247415577294,0.3796874511678622,0.5013120693449811,0.19713096458450452,0.2299421553519851,0.18301271699402138,0.21279757049456,0.30387461279105255,0.666250471362132,0.6940293434543703,1.0,0.03491143061402808,0.04979936207428749,0.025551458697199048,0.017543859649122806,0.048024523160762944,0.043395265970984975,0.008494467419246643,0.0841799709724238,0.25,0.0,0.0,0.10610079575596815,0.09811203961621792,0.08052256532066511,0.194888178913738,0.03225806451612903,0.10428893905191872,0.018048606147248042,0.0,0.14434453383814486,0.2920962199312715,0.1791044776119403,0.9861111111111113,0.07169117647058823,0.5714285714285714,0.9444444444444444,0.2580645161290323,0.1487603305785124,0.23357664233576644,0.1185185185185185,0.0,0.7777777777777777,1.0,0.8666666666666667,0.9090909090909093,0.7777777777777777,0.5714285714285714,0.7692307692307692,0.10169491525423732,0.045454545454545456,0.10434782608695652,0.043824701195219126,1.0,0.0,1.0
8,2018,2,1001203,명동거리,0.28981146805404345,0.1513316685073951,0.4464947298185739,0.5359752115072072,0.7560579937147505,0.22836490476040383,0.10038478777216414,0.17017854380329245,0.15007161554798243,0.2438048295197613,0.08660911188990511,0.303241523882999,0.318439907442686,0.3930230377727799,0.3605227961467486,0.14376384709500345,0.1652560419393057,0.20003067135411706,0.23390766373436073,0.2945383411956676,0.7065655507604645,0.7471421288166318,1.0,0.03491143061402808,0.04979936207428749,0.025551458697199048,0.017543859649122806,0.048024523160762944,0.043395265970984975,0.008494467419246643,0.0841799709724238,0.25,0.0,0.0,0.10610079575596815,0.09811203961621792,0.08052256532066511,0.194888178913738,0.03225806451612903,0.10428893905191872,0.018048606147248042,0.0,0.14434453383814486,0.2920962199312715,0.1791044776119403,0.9861111111111113,0.07169117647058823,0.5714285714285714,0.9444444444444444,0.2580645161290323,0.1487603305785124,0.23357664233576644,0.1185185185185185,0.0,0.7777777777777777,1.0,0.8666666666666667,0.9090909090909093,0.7777777777777777,0.5714285714285714,0.7692307692307692,0.10169491525423732,0.045454545454545456,0.10434782608695652,0.043824701195219126,1.0,0.0,1.0
9,2018,1,1001203,명동거리,0.25982813417856676,0.1196064974349954,0.41849041644303125,0.6698664884487446,0.7382211504843799,0.19453856336873954,0.07019022907373473,0.1328454167387091,0.06974366572825608,0.1972732205842453,0.016114197794683316,0.27264434614618477,0.3008935790022874,0.38321320386281743,0.2895920451916186,0.119917909460666,0.15992264149482344,0.1942983811566354,0.16713140160879442,0.21290063659674274,0.6983114760967026,0.7525859627258822,1.0,0.06199857018031614,0.10021607161230586,0.037971408241154025,0.3771929824561403,0.12125340599455042,0.07279205904810382,0.03945456577623785,0.07160135462022255,0.24315068493150682,0.15555555555555556,0.13280475718533205,0.1684350132625994,0.16372640049520273,0.07505938242280287,0.25559105431309903,0.39784946236559143,0.14085778781038372,0.034131522516082924,0.010338794337521884,0.11831519167061053,0.21305841924398633,0.009950248756218909,0.11111111111111116,0.0,0.2857142857142857,0.05555555555555555,0.0,0.008264462809917356,0.0,0.048148148148148134,0.3333333333333333,0.0,0.16666666666666669,0.06666666666666665,0.0,0.2222222222222222,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.027888446215139442,0.21428571428571427,0.0,0.21428571428571427
10,2017,4,1001203,명동거리,0.3709630570762146,0.20247460227289116,0.5616010062367756,0.8952868447833284,0.9548864519506051,0.29327413034113947,0.1390587030029911,0.20504327093703645,0.14394725144465847,0.31274305869584884,0.06778015214975636,0.3469287414906836,0.3934429276361643,0.5140596044350867,0.4889757958476532,0.21197215700539007,0.1933381859856434,0.21701609549014916,0.3007040044172827,0.3802445934936881,0.9439267607994305,0.9641534016880984,0.0,0.06199857018031614,0.10021607161230586,0.037971408241154025,0.3771929824561403,0.12125340599455042,0.07279205904810382,0.03945456577623785,0.07160135462022255,0.24315068493150682,0.15555555555555556,0.13280475718533205,0.1684350132625994,0.16372640049520273,0.07505938242280287,0.25559105431309903,0.39784946236559143,0.14085778781038372,0.034131522516082924,0.010338794337521884,0.11831519167061053,0.21305841924398633,0.009950248756218909,0.11111111111111116,0.0,0.2857142857142857,0.05555555555555555,0.0,0.008264462809917356,0.0,0.048148148148148134,0.3333333333333333,0.0,0.16666666666666669,0.06666666666666665,0.0,0.2222222222222222,0.14285714285714285,0.07692307692307691,0.0,0.0,0.0,0.027888446215139442,0.21428571428571427,0.0,0.21428571428571427
11,2017,3,1001203,명동거리,0.4769117728661716,0.3202838662794889,0.6541305791245022,1.0,1.0,0.4263350878851871,0.25487463907089913,0.29435157295088676,0.2962315404751321,0.557904494890115,0.33150183776391146,0.487869580201789,0.46910176127063197,0.5473077069990705,0.5068537987934605,0.2683649680896796,0.3048962745568728,0.37713915268060666,0.5322925947770654,0.4483429019102708,0.9325512213516572,0.9932362771200363,0.0,0.620422591151005,0.7076859759234491,0.5655605149104082,0.2192982456140351,0.5408719346049045,0.8778315092898956,0.5613054655191684,0.3583293017255282,0.3681506849315068,0.1777777777777778,0.4975222993062439,0.8824049513704686,0.8891983905911484,0.4365795724465559,0.4281150159744409,0.1935483870967742,0.5309255079006772,0.8759828448892066,0.380149514871958,0.2394699479413157,0.2783505154639176,0.1890547263681592,0.9861111111111113,0.0827205882352941,0.7142857142857142,0.8888888888888888,0.24193548387096778,0.17355371900826447,0.2554744525547446,0.1222222222222222,0.3333333333333333,1.0,0.6666666666666667,1.0,0.9090909090909093,0.7407407407407407,0.5714285714285714,0.5384615384615384,0.15254237288135597,0.05454545454545455,0.13043478260869565,0.05179282868525896,0.9553571428571428,0.0,0.9553571428571428
12,2017,2,1001203,명동거리,0.3742151518224628,0.2509789983938082,0.5136546721981412,0.9203335510427266,0.8052191945850158,0.3295733917483531,0.1836218225280739,0.24200329423327172,0.18666963006865223,0.520676946730578,0.24756987776733058,0.38192720799567464,0.36174616302672513,0.4448015982794883,0.4838686011929955,0.2150185179061539,0.23036224533254862,0.3189402582435073,0.3417119479965364,0.36575835277889257,0.7744794067121971,0.8177873449272077,0.0,0.620422591151005,0.7076859759234491,0.5655605149104082,0.2192982456140351,0.5408719346049045,0.8778315092898956,0.5613054655191684,0.3583293017255282,0.3681506849315068,0.1777777777777778,0.4975222993062439,0.8824049513704686,0.8891983905911484,0.4365795724465559,0.4281150159744409,0.1935483870967742,0.5309255079006772,0.8759828448892066,0.380149514871958,0.2394699479413157,0.2783505154639176,0.1890547263681592,0.9861111111111113,0.0827205882352941,0.7142857142857142,0.8888888888888888,0.24193548387096778,0.17355371900826447,0.2554744525547446,0.1222222222222222,0.3333333333333333,1.0,0.6666666666666667,1.0,0.9090909090909093,0.7407407407407407,0.5714285714285714,0.5384615384615384,0.15254237288135597,0.05454545454545455,0.13043478260869565,0.05179282868525896,0.9553571428571428,0.0,0.9553571428571428
13,2017,1,1001203,명동거리,0.2586215144168674,0.15955078536145084,0.37072190310566305,0.8492337135653203,0.6972911093485596,0.21554328069677775,0.08568998057766947,0.11803274213069553,0.0,0.243827439631003,0.09433968715274815,0.2542281777336524,0.26273426412819956,0.3685453318501868,0.41888589793511316,0.12444611619986112,0.15112785448237948,0.22140999932615962,0.22336893094231186,0.21312413035694122,0.6243767545146018,0.6544723276496913,0.0,0.6883787433473669,0.7822821277909252,0.6293421307975935,0.807017543859649,0.8358310626702996,0.9637312293204376,0.58947133117246,0.344621835187873,0.2585616438356164,0.5111111111111111,0.7512388503468784,0.9885057471264367,0.9619312906220986,0.4389548693586699,0.32907348242811496,0.7526881720430108,0.8063205417607224,0.9537169406719086,0.38285350723715605,0.19451017510648372,0.16494845360824742,1.0,0.8472222222222224,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.0,0.5555555555555556,0.41666666666666674,0.8,1.0,0.7037037037037037,1.0,0.9230769230769229,1.0,0.9909090909090907,1.0,1.0,0.8928571428571428,0.0,0.8928571428571428
14,2016,4,1001203,명동거리,0.3103362500645789,0.2895780646686833,0.3338224762103635,0.5636192414599692,0.28366134771255674,0.2374646725712064,0.2986922704003073,0.3765868285269681,0.44902948584975566,0.16069006059509813,0.3474108898196427,0.2911095231620983,0.3083265738526916,0.36656716003282674,0.48944419049553894,0.22990311166958766,0.2596020566985961,0.311098150656762,0.331614943466312,0.3685868705826939,0.4392885574223825,0.2342831246813573,0.08000000000000006,0.6883787433473669,0.7822821277909252,0.6293421307975935,0.807017543859649,0.8358310626702996,0.9637312293204376,0.58947133117246,0.344621835187873,0.2585616438356164,0.5111111111111111,0.7512388503468784,0.9885057471264367,0.9619312906220986,0.4389548693586699,0.32907348242811496,0.7526881720430108,0.8063205417607224,0.9537169406719086,0.38285350723715605,0.19451017510648372,0.16494845360824742,1.0,0.8472222222222224,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.0,0.5555555555555556,0.41666666666666674,0.8,1.0,0.7037037037037037,1.0,0.9230769230769229,1.0,0.9909090909090907,1.0,1.0,0.8928571428571428,0.0,0.8928571428571428
15,2016,3,1001203,명동거리,0.4554474883136217,0.4472948500935744,0.464668331764487,0.5779728723969804,0.3904926109358549,0.37179557894958026,0.4583182152189357,0.5415419195733877,0.6726082876475528,0.2667540924301348,0.6024378151978802,0.4317215299537422,0.41968608573632316,0.47741654696161373,0.6397480826857636,0.3960682517112529,0.410478244372343,0.4519633152016061,0.49791559476451624,0.5305020919496586,0.48222231533079163,0.3268849487339262,0.08000000000000006,0.707522440225594,0.8059471139006072,0.6456433145740346,0.49122807017543857,0.8831743869209809,0.9840926444387885,0.5943891807309712,0.3710691823899371,0.2773972602739725,0.1777777777777778,0.7938553022794849,0.9858532272325375,0.9644073042401736,0.47814726840855115,0.4408945686900958,0.5268817204301075,0.8496613995485327,0.9833809864188707,0.38857960871639896,0.19403691433980125,0.08247422680412377,0.9883913764510781,0.7638888888888891,0.9981617647058824,1.0,1.0,0.9677419354838711,1.0,0.9708029197080295,0.9925925925925924,0.0,0.5555555555555556,0.41666666666666674,0.7333333333333334,0.8636363636363639,0.6296296296296295,1.0,1.0,0.9661016949152544,1.0,0.991304347826087,1.0,0.8035714285714285,0.0,0.8035714285714285
16,2016,2,1001203,명동거리,0.17403299165545705,0.1585069048944152,0.1916001742316596,0.09140756717347387,0.13983981204186707,0.1468951261281138,0.19348848838166555,0.2347050205207073,0.18844273225663066,0.0,0.12561415505598766,0.19091854770118027,0.21054664838177373,0.2540023543601384,0.24792185145682016,0.11696661816738863,0.12106528624195634,0.1757840364896171,0.2373661952388721,0.22008367798634532,0.22758201701093567,0.11048546989180302,0.11999999999999986,0.707522440225594,0.8059471139006072,0.6456433145740346,0.49122807017543857,0.8831743869209809,0.9840926444387885,0.5943891807309712,0.3710691823899371,0.2773972602739725,0.1777777777777778,0.7938553022794849,0.9858532272325375,0.9644073042401736,0.47814726840855115,0.4408945686900958,0.5268817204301075,0.8496613995485327,0.9833809864188707,0.38857960871639896,0.19403691433980125,0.08247422680412377,0.9883913764510781,0.7638888888888891,0.9981617647058824,1.0,1.0,0.9677419354838711,1.0,0.9708029197080295,0.9925925925925924,0.0,0.5555555555555556,0.41666666666666674,0.7333333333333334,0.8636363636363639,0.6296296296296295,1.0,1.0,0.9661016949152544,1.0,0.991304347826087,1.0,0.8035714285714285,0.0,0.8035714285714285
17,2016,1,1001203,명동거리,0.21267811800993852,0.20648936078181457,0.21967953120590172,0.13053450187584487,0.1711841482248066,0.17809489288828653,0.24091312394617848,0.2807833359116927,0.22596927939941724,0.002283621235416478,0.12002393366954439,0.23552111954621197,0.26591509207275543,0.2878905558211381,0.2660820198531611,0.1539011606759036,0.15696458854412687,0.2131914705752505,0.2596383349856313,0.26010348001413064,0.28081451376377425,0.16844728941256443,0.11999999999999986,0.7115338787830647,0.8157217820763455,0.6460314379972831,0.9122807017543859,0.9683242506811989,1.0,0.576953168659886,0.3704241251411063,0.0,0.2666666666666666,0.711595639246779,1.0,1.0,0.5173396674584324,0.0,1.0,1.0,1.0,0.3454747892476539,0.11405584477046857,0.0,0.03316749585406303,0.1527777777777778,0.020220588235294115,0.8571428571428571,0.2222222222222222,0.01612903225806452,0.01652892561983471,0.05109489051094891,0.04074074074074074,1.0,0.2222222222222222,0.08333333333333336,0.0,0.09090909090909093,0.18518518518518517,0.42857142857142855,0.15384615384615383,0.03389830508474577,0.01818181818181818,0.04347826086956522,0.023904382470119525,0.25,0.0,0.25
18,2015,4,1001203,명동거리,0.4600634881758535,0.43183201021964746,0.49200948812108775,0.7044822819994836,0.47119193985659397,0.398614219224425,0.4479865720653834,0.5238058404389884,0.46265619597965135,0.06164646830062406,0.3912402769467476,0.45724394585655975,0.4875123296909579,0.5246877926311074,0.5488625910688991,0.36630939783737315,0.3989325455516924,0.451728632870862,0.4859337156625297,0.5070929229379096,0.5860476808983116,0.45297683113351833,0.1466666666666667,0.7115338787830647,0.8157217820763455,0.6460314379972831,0.9122807017543859,0.9683242506811989,1.0,0.576953168659886,0.3704241251411063,0.0,0.2666666666666666,0.711595639246779,1.0,1.0,0.5173396674584324,0.0,1.0,1.0,1.0,0.3454747892476539,0.11405584477046857,0.0,0.03316749585406303,0.1527777777777778,0.020220588235294115,0.8571428571428571,0.2222222222222222,0.01612903225806452,0.01652892561983471,0.05109489051094891,0.04074074074074074,1.0,0.2222222222222222,0.08333333333333336,0.0,0.09090909090909093,0.18518518518518517,0.42857142857142855,0.15384615384615383,0.03389830508474577,0.01818181818181818,0.04347826086956522,0.023904382470119525,0.25,0.0,0.25
19,2015,3,1001203,명동거리,0.5093856495291964,0.4766489418454769,0.5464283325475507,0.5715023467047404,0.543300495268082,0.4577187148695642,0.5005168108350383,0.5541023214334465,0.5059514989875045,0.05790449489011487,0.4701974527737413,0.5007620047364443,0.5183461818780426,0.5794862772288001,0.5941952923516234,0.4062696339406766,0.42524334244496237,0.5182389995561949,0.5998142733444602,0.5832177814519405,0.5637449197636906,0.4280745482354274,0.1466666666666667,0.3727063309238224,0.4852351064924376,0.3019600232874054,0.38596491228070173,0.5313351498637602,0.48231102061593284,0.3036772102380686,0.24544428318013223,0.17123287671232879,0.08888888888888885,0.4231912784935581,0.6396993810786913,0.5914577530176417,0.326603325415677,0.07987220447284349,0.44086021505376344,0.5521444695259594,0.41869192280200146,0.16653411802131385,0.1273071462375769,0.2577319587628866,0.04311774461028193,0.2083333333333334,0.023897058823529403,0.8571428571428571,0.2222222222222222,0.01612903225806452,0.03305785123966942,0.08029197080291972,0.04074074074074074,1.0,0.2222222222222222,0.08333333333333336,0.13333333333333336,0.18181818181818182,0.18518518518518517,0.42857142857142855,0.15384615384615383,0.03389830508474577,0.01818181818181818,0.06086956521739131,0.023904382470119525,0.2589285714285714,0.0,0.2589285714285714
20,2015,2,1001203,명동거리,0.8521636303449753,0.8370969741884694,0.869210427144901,0.6889135288667467,0.8333529789006606,0.858767768777382,0.8626838184850584,0.8624816860650293,0.8235590457845607,0.19962467215338703,0.8948662278827251,0.8616898166445865,0.8491204267301062,0.8513824631422259,0.8571622056308938,0.6738637115174764,0.6948210842580476,0.8925642878553055,0.984878336491523,1.0,0.9239410064105252,0.7286580184671161,0.1466666666666667,0.3727063309238224,0.4852351064924376,0.3019600232874054,0.38596491228070173,0.5313351498637602,0.48231102061593284,0.3036772102380686,0.24544428318013223,0.17123287671232879,0.08888888888888885,0.4231912784935581,0.6396993810786913,0.5914577530176417,0.326603325415677,0.07987220447284349,0.44086021505376344,0.5521444695259594,0.41869192280200146,0.16653411802131385,0.1273071462375769,0.2577319587628866,0.04311774461028193,0.2083333333333334,0.023897058823529403,0.8571428571428571,0.2222222222222222,0.01612903225806452,0.03305785123966942,0.08029197080291972,0.04074074074074074,1.0,0.2222222222222222,0.08333333333333336,0.13333333333333336,0.18181818181818182,0.18518518518518517,0.42857142857142855,0.15384615384615383,0.03389830508474577,0.01818181818181818,0.06086956521739131,0.023904382470119525,0.2589285714285714,0.0,0.2589285714285714
21,2015,1,1001203,명동거리,1.0,1.0,1.0,0.8862797515075109,0.9922523210072383,1.0,1.0,1.0,1.0,0.20775300714479517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8859653128071536,1.0,1.0,0.1466666666666667,0.36607355627929145,0.484823541516617,0.29141600362248526,0.5087719298245614,0.6549727520435966,0.4604224993637058,0.28210573376550796,0.21254636348975975,0.21404109589041087,0.3111111111111111,0.603567888999009,0.6105216622458001,0.5685546270504489,0.29952494061757723,0.26517571884984026,0.48387096774193555,0.6338600451467269,0.39974982130092923,0.14760617146492766,0.08471367723615715,0.14432989690721656,0.0,0.0,0.003676470588235288,0.0,0.0,0.0,0.0,0.08029197080291972,0.0,0.0,0.0,0.0,0.0,0.09090909090909093,0.0,0.0,0.0,0.03389830508474577,0.0,0.07826086956521738,0.0,0.0,0.0,0.0
